(646,13478) 105065 10101 35326 80858 77863 63294 99913 30546 59690 6530 1213 92802 89830 30887 8431 106505 85344 51172 30695 108599 80717 107845 89011 59891 66425 101958 34424 96797 90802 96970 23518 69200 92181 96765 86481 1973 70732 65081 37332 91914 15349 94671 81251 25504 85693 61860 41462 102803 66253 30514 75163 98913 52774 96652 9766 39252 21777 28357 36909 28529 63396 72483 6300 17697 55422 30391 38485 48600 28387 80380 45262 85904 71479 14686 106015 41593 103651 76140 64394 27267 26349 71715 91927 8261 86110 42923 79055 43408 46400 56109 1379 49524 74331 92810 13230 87716 48756 28330 109744
(2234,581) 76068 8178 98520 83251 63392 52390 34563 55200 43453 108529 81359 57626 93019 35959 101193 24134 81750 3691 29368 65618 54972 45901 58241 42632 96299 20500 104736 32435 22158 96898 62691 6242 94693 876 43502 18522 80032 91877 87314 10795 66167 43476 65432 61956 46890 13354 34285 100001 30325 84885 1994 97408 98188 91517 36755 77512 86479 68394 100642 88374 62060 102383 76163 73438 79794 78921 34079 90620 8197 77111 76057 76545 49386 84641 88111 41146 59885 63606 35380 92980 43348 106703 53619 5644 4442 52358 62382 61490 25355 91282 76335 67167 70515 102833 85107 103051 11262 36855 70010
(720,78982) 44028 28978 41694 67475 97725 13469 52994 30512 3739 19105 70768 53112 94030 79243 74170 63099 103698 34701 66245 79636 70651 83763 43987 13404 15076 88954 105420 32305 14702 79463 6523 80336 51297 108649 92091 59716 3888 109066 34024 9570 7199 21922 102596 22605 20945 43088 6140 26121 53709 78602 96111 37692 4281 31981 92739 14714 83278 94250 37824 44058 2949 8246 10489 50957 27790 55291 62618 4084 78573 38874 64941 59246 102950 35699 69666 109343 2559 58244 35797 55703 20869 92163 18806 22027 105240 71630 72812 21741 28905 25681 88944 21634 18002 96623 47926 50045 69835 207 42354
(719,68600) 6363 78530 42680 18411 81262 57997 2055 51996 596 11181 12375 100430 48930 79748 22311 56884 1871 87229 875 51958 72447 49873 108575 92098 86172 88951 60773 74526 90587 18022 48916 3977 31417 41273 73666 9660 30344 69128 8174 86456 11525 33937 103571 1695 3312 100616 42558 13856 52175 78475 75701 75479 83468 96849 4081 94959 1820 90239 73404 57264 48076 61705 105376 16623 96649 2729 86900 102453 14730 32159 20761 85540 88010 110789 86222 15421 1722 76519 27050 18551 47276 33283 78250 99254 39688 93955 24847 15897 37924 28199 75978 34924 52673 102952 64243 61592 87706 102113 9112
(2484,74767) 21153 37945 2790 3332 44766 18806 87173 66456 75269 96971 70107 68144 66752 58528 66928 74783 21838 96331 97540 97957 68597 101585 36483 44331 29093 58746 102940 24504 20831 40076 30124 41569 32537 46509 25187 56953 58508 56875 24441 11728 42768 64073 57524 79904 12822 68154 96344 3679 6444 11440 75063 90392 34582 63714 72388 4824 42913 110434 57979 60952 71383 18650 64569 69053 12320 30127 1576 45282 10568 80802 54150 32969 74587 27410 29574 15246 100176 102358 44664 67853 43859 60317 88441 10813 17481 17215 87042 41437 13072 54208 78943 105862 26591 61242 75087 25560 57965 45977 62362
(2013,1669) 80590 24871 4308 95738 17972 16005 50443 40540 56521 35768 83804 35208 57291 22416 82651 54712 42641 7868 46035 41951 11282 12286 82682 5175 40414 61305 55963 55663 5908 61327 92325 65754 37413 64201 16023 69774 53497 17738 9106 84723 47752 56243 34796 109677 49079 54898 67440 68394 67806 92518 68206 9365 102008 99650 108121 63402 88535 17467 62016 10209 30607 98389 55414 74866 32106 17506 98116 71148 71800 36904 109489 51203 96452 85174 34438 64877 13021 526 14959 96828 42722 17430 104157 105089 1218 68749 82785 45426 54743 94008 77804 36083 98739 55298 49380 89087 41762 55498 90011
(1262,99500) 85195 34405 33335 78145 6686 28476 102012 98958 70069 72555 56263 50763 44577 105378 97572 12209 67093 7961 43884 3455 7945 41799 34526 98976 37455 36219 52497 49458 68485 55490 8675 26523 13656 53654 48445 109950 77366 39985 69687 107411 73219 87658 58693 38687 99483 25575 82885 82641 71409 12143 27763 60237 92182 22494 44086 11403 7452 106950 4846 103430 58604 39184 105521 22868 24138 86300 110195 79780 26999 18652 93358 11922 95062 76603 8613 97194 51997 26217 91976 21893 99785 88743 98517 69256 67623 107359 67315 50927 28545 45238 34734 81125 70472 32614 40868 107520 10417 55335 13302
(346,6162) 34137 24067 70441 63428 46753 32040 33332 72244 43562 13480 87190 32620 1871 15817 38519 69678 16959 39458 73306 29578 64050 43773 36323 67953 1171 102469 9398 59787 28805 11109 91487 65459 97900 376 92017 68373 60259 35328 48643 63879 42543 54633 91697 60631 85615 69836 80360 108203 47357 108957 30230 39102 69020 59982 14291 84604 88449 108208 65632 44593 33953 80052 90800 57181 46171 32651 21642 5010 14012 43826 5788 60429 3784 44246 49525 37975 17077 95933 86066 65234 38064 23446 13896 86800 93013 9571 45040 50096 48467 7124 59952 35977 44386 42615 17341 69208 30331 98563 831
(856,6024) 26910 75098 109610 110723 97600 67109 8275 82454 100437 77268 17933 101047 605 1743 66458 89741 39558 110844 49753 52938 30089 70334 91950 52402 48617 50945 92333 68730 98981 47393 41660 68389 55473 97825 98601 623 68393 47442 56000 88065 80301 93203 12001 50211 11553 16456 86117 85553 37032 106731 96697 69027 7691 76987 50405 103800 97617 48318 600 26697 84504 104348 90913 107739 73295 24292 98877 54882 76832 90712 58245 93764 40938 18075 7963 62441 50403 58845 55257 99002 18806 98006 75557 68791 50539 38022 3851 99329 10152 26897 31753 43335 64518 100251 71145 68731 44691 68079 83966
(1592,87566) 81474 46722 67575 21472 3258 79832 54462 74477 63374 74526 90402 79192 86296 81242 17052 25385 55139 5743 10148 5284 89886 38419 4040 50058 107867 77054 14195 34614 102139 80034 108530 61039 13211 40388 61084 5315 19845 103311 25069 27467 54427 28630 33575 27695 76770 90758 84620 106412 13058 34058 71524 17682 46961 53716 35331 5296 38470 42946 81602 6687 83642 17253 66403 100562 40836 84228 2328 53879 19014 59536 40097 45889 86180 94972 28450 22459 17389 92990 82844 89447 110462 26137 18172 44286 69323 48577 12567 110398 77214 49101 96938 73629 22229 80279 22314 54217 78570 100169 25217
(1279,59404) 27683 74259 22743 92340 51520 102275 29893 81858 21245 14823 49608 22025 110273 21173 79293 95769 52979 105818 73416 67269 70509 67977 86477 28407 58360 78633 66786 76926 87002 76121 5030 77535 42659 59470 42325 55746 24705 91916 4363 33705 29434 30833 74279 678 80461 41001 42981 349 99406 91731 23642 104002 107046 51330 81240 56836 21286 81846 13630 62935 7300 79985 45387 67006 45341 92199 85327 13109 83328 37313 39229 65277 41808 20925 8995 104870 176 110012 10079 37080 58382 25155 65592 99500 89499 57806 12227 8250 18529 102025 12571 77310 3550 92128 48606 22241 96576 14315 40993
(1913,4749) 79221 22753 39222 57627 17457 84366 17619 107244 53140 98947 74429 109791 71348 12242 49268 111029 57366 109738 46608 27764 26775 102339 55094 30643 32115 105371 108644 38809 104952 4989 24234 67420 42672 88122 93038 80024 100954 1802 98373 107722 92780 64642 37010 95025 16174 83004 73807 21909 97635 104462 173 67949 111331 45795 81916 84398 97836 79823 45916 100553 51100 97212 99028 61530 84763 104903 60383 85485 13133 25251 1890 83603 22151 100829 31362 91847 38143 12083 109825 4341 76969 103955 69870 936 50389 42980 52999 85963 90442 44848 18435 90605 57647 65584 62467 21771 66312 51817 104913
(48,1464) 45710 48581 15358 95508 91196 75561 90044 69442 16970 27503 88100 84842 50895 84951 70126 3612 77713 67147 6426 42015 43822 106034 27379 19077 29563 86899 34105 16063 20197 89992 70816 70065 30966 95693 10031 93163 29935 42343 96641 50911 16309 9167 98955 53352 49053 51146 91411 41333 19388 83988 71531 47769 43742 68930 9060 38812 9653 63094 103491 22258 5021 60006 51452 26495 31761 44140 96773 99686 65376 13652 88809 32410 99570 73966 104124 40657 10923 45323 105023 110449 50956 62519 17624 109016 32273 63796 36968 29523 51947 96886 64010 28091 33838 1149 88358 51430 37032 16296 16129
(2315,32805) 101887 77370 3027 14219 38446 93390 18449 108826 91640 40307 42268 8100 67233 64988 74572 53261 75948 2572 97390 77032 34893 23807 29230 54657 16543 109168 9132 103256 63582 13661 9229 5930 28657 101754 76706 91817 59428 66319 58854 101854 40578 39645 37195 2451 40622 38118 59384 36950 64642 87705 57841 78012 12796 7805 89913 30994 84955 66148 4219 107368 49863 77906 100922 59914 41671 75395 102306 80996 30115 98366 24776 99293 101485 63817 11042 87122 31957 27446 93650 1208 26202 78609 36138 60324 77520 80952 32567 83254 85203 90660 12385 22074 39830 100593 110550 16295 61586 76430 44911
(177,13835) 72176 32540 5667 11824 49672 42045 14236 107107 95025 48869 110175 18568 20740 70571 56066 7155 49200 31394 29643 78417 109141 85869 73466 40357 64409 99061 101495 35978 11262 30805 25485 48241 21797 4599 84603 12242 52624 70483 27150 4577 63440 37635 48021 87659 5853 7428 1496 13102 67389 20971 2726 98061 7902 66605 46161 32852 80074 103921 104906 87501 100877 11805 68614 65721 67519 77434 63405 59205 78035 86331 70304 16450 19335 87914 2193 48460 48784 38471 34946 88897 92551 83385 15630 86825 44097 100633 27991 11617 37520 36503 94378 3805 14579 65175 9267 26491 26385 66984 62152
(2387,8609) 11039 58865 6288 105435 44710 25032 41370 44915 66780 106916 14265 49719 110634 87655 34434 84779 34812 5821 26919 108110 95530 108954 19342 28944 27151 11406 33552 29284 64584 12112 25757 84467 6587 15832 39424 29155 40199 86375 64522 53280 38320 30025 72600 50934 49334 96881 63304 44890 22735 33577 79807 61004 12940 85562 13040 24544 84714 3885 76828 61056 78416 26839 67699 87335 79087 16594 36077 56011 88298 39879 23919 23338 51646 5489 82529 81858 36454 102412 90401 84338 99968 98717 84090 2911 60331 31300 42638 58360 58679 38047 56271 74783 34233 44371 41030 79969 57199 72229 91030
(1855,3599) 24372 3430 82302 75957 62219 26944 46512 49419 48511 29182 60476 101340 26851 78769 109149 103944 947 61522 57505 89750 4657 82115 38092 92747 72267 3320 57050 17551 9977 84064 13819 84576 104635 105626 83090 95384 16590 5907 32664 40682 54171 27880 8525 109271 78076 13671 30460 13947 19774 68913 32753 20773 106900 41652 20564 36391 31724 14864 14421 40265 4337 108875 91874 17683 103406 58840 92255 90730 42727 63604 55723 28788 21189 26534 75076 59963 37357 13621 37913 91084 6310 87277 26840 101344 10116 25856 101923 66003 6865 99803 55093 88767 9284 10272 28027 15794 101074 76547 94701
(1237,97927) 65773 108182 54616 103536 40584 43136 3883 30151 95738 71621 79521 31482 105943 7396 75287 3458 70625 16160 25743 102531 90846 31044 63275 87190 1950 78229 6619 106579 4975 54368 38091 11937 86040 109595 71907 61649 79309 35251 107492 61046 23655 14792 81859 58865 81120 51320 69678 26095 104595 88868 71803 79615 28436 108016 103268 73723 38976 22628 3763 73624 73275 30161 8745 108766 6301 59311 95322 58212 42160 105017 77050 38248 53228 80914 10818 33 10804 27030 60898 56391 100211 49439 64396 32775 56390 54485 19531 63399 39076 92253 67851 59715 48031 83669 28107 1275 73973 104229 22943
(1381,92363) 12212 106907 52875 41170 4723 80084 34945 47018 5675 70621 48698 52780 59722 102075 103969 76766 60151 89271 52123 97310 86490 104933 13305 69506 105691 33396 18251 86646 81615 75137 21652 46056 59504 103169 7161 46578 48904 86929 63969 71867 74754 78447 66541 16048 85666 25696 32947 48345 79518 27117 105039 14226 37977 27297 80177 52714 16985 68399 77080 110426 60700 18220 3351 90188 69001 72834 50546 54000 93515 20146 104007 5508 40584 11944 29186 45338 6004 41846 22313 62995 42428 27569 87752 49843 29651 22157 81629 18430 35402 73879 29269 53745 9545 76497 32394 66582 75679 41554 90327
(740,81223) 37118 32475 3937 63451 53734 94486 82486 55420 77694 66168 7350 96623 63672 107145 68148 69502 102679 69095 45490 100052 56444 61536 68631 74642 1608 33084 70890 63300 64969 24807 46076 110426 107194 43703 55767 39527 109289 18382 91709 44478 83912 106983 81678 82926 39280 10439 71953 3430 108050 4677 40299 43093 80747 99094 32251 107750 8607 18155 79866 31385 68905 105373 26850 13838 67670 28062 86172 62003 67426 39822 99205 52032 82939 80015 57255 81091 88228 71394 76363 109560 11005 108939 70394 51077 71866 7895 27216 19463 24382 31363 14908 18552 93167 90880 72542 67349 54985 8555 84135
(1738,87750) 20632 107696 14653 64203 35617 80883 51810 76912 5573 76333 66229 8984 101089 85909 86024 22107 80100 97466 85051 97442 65423 89938 56235 8503 86800 77232 55063 62578 63279 98070 80957 43109 42473 71886 20846 94888 19302 101291 107827 109249 67602 91165 105441 88230 56631 106927 2275 66583 50487 49433 91077 55489 103496 87084 37631 58486 1684 33236 34260 68141 78686 80876 87147 82119 82599 58663 103791 15070 9000 13780 111073 110484 39949 57649 10284 25956 33877 26173 69403 8637 43824 105230 93982 60344 43345 72169 6887 10412 79916 23395 107821 47124 68406 59244 83727 41167 21721 78596 62018
(1219,70278) 108008 40273 86659 24656 79760 6648 19425 105801 58039 105490 23779 90137 101860 91433 59815 80773 33121 96208 15551 31218 85135 81130 74688 62243 23219 60737 52197 10047 67836 28112 32676 29520 41294 52380 1526 46983 36174 59455 103642 82258 40266 108056 48454 36059 46778 60945 63772 74891 16930 19486 74504 95423 1965 60381 83139 85190 64010 57086 23277 103186 110853 82650 92442 93849 68214 99772 30234 90402 76143 41691 10281 46098 19725 42889 48139 21312 85320 90237 32733 17476 88475 14734 90466 75284 65505 9440 31855 92780 98120 65135 38919 56294 65936 66716 79810 22867 61214 27747 36434
(1485,98904) 111177 35153 27850 89056 10522 2678 24401 109094 85652 81318 72363 20322 104586 26799 55234 69901 10595 25333 62063 92690 87904 21355 98116 78096 81084 106173 36301 105375 24575 26392 102974 4670 57354 71919 99534 60557 105203 77152 100396 33626 63806 24507 71980 2267 107309 88232 63491 80571 15561 7724 5188 104347 81563 9421 73375 38080 35036 50974 39506 92972 110331 23717 8059 97004 30269 5501 23475 110541 36267 96007 48145 43287 51543 79124 91465 60266 84466 40517 101763 76176 89003 45461 12533 84582 40155 5101 30862 2303 108515 107574 21731 84149 2042 59369 36512 29731 79448 61525 105170
(1836,78) 110984 11106 93900 106154 63267 69699 76409 15737 93649 58287 85247 33258 78981 105216 29363 2266 86811 55275 99205 29403 69120 95082 24250 1191 41592 44598 32025 85453 101519 64099 108737 99494 98234 56280 38625 54947 63408 76762 38846 81314 76387 31788 85815 51612 4837 84046 95410 73176 38977 105410 104554 64686 24797 45701 90337 15147 97536 14705 80569 21532 111318 99095 87960 77642 103551 105625 98549 103487 84713 99260 96558 61340 27501 75765 59356 58438 52877 52237 72512 97199 38593 78415 53505 61756 40414 3231 51162 100617 96691 86420 48068 80344 76614 79323 54449 77514 46657 55610 51331
(2667,106404) 72789 37330 40177 21794 91501 97235 107406 77845 13644 45869 68405 4018 13668 101478 55838 30019 59375 27094 83726 53325 11553 59246 56355 12681 98541 98485 66268 36749 71823 24280 93937 47995 12202 91308 30399 4978 91959 100747 39775 52110 18720 85533 51700 35758 46802 89714 83947 77084 65817 21417 81863 77514 95544 71710 103544 30202 80831 87912 90523 107979 13329 4376 10935 81599 38722 67428 99525 73125 59884 48720 39393 4659 20143 78456 109129 91859 94341 11216 11626 63160 45948 87704 99673 67492 86984 32098 25046 99166 76751 64085 87254 31285 1015 5673 19117 17218 76257 71306 11205
(1630,588) 25929 81412 71797 93186 87799 108429 70854 59055 45969 13972 20922 100213 2191 104883 1086 44072 100770 11833 69834 63898 48223 9742 44964 65836 108192 25354 32328 16673 51316 57127 46592 50267 75380 67378 35746 35749 69642 97990 51974 64678 100737 37710 110918 33444 103002 19508 89062 16368 15257 106510 8090 79725 72690 27639 33893 95650 104341 6067 40135 72677 108136 104374 29673 99759 34427 55906 82779 101416 56291 66620 101234 89787 57800 31213 95416 100332 15107 11113 19293 67707 27651 28723 3268 85095 50912 1918 12806 57787 76146 76578 76022 2135 10792 51655 93367 42035 47679 75891 63018
(770,77863) 41675 475 88649 105228 86221 52835 71450 31092 34950 65024 32964 30204 80896 71177 25071 92315 34330 12724 77933 89890 27843 52544 67088 67888 62157 60950 46504 108709 40821 104535 11782 73288 80989 14747 97902 33301 14086 57810 34107 108269 44062 27638 107771 7106 108415 59513 38428 38426 102914 76474 23117 86299 27461 55235 92404 74913 103582 49545 101452 7040 68875 92367 76688 25870 75879 22582 60315 45592 59303 33218 65838 62141 70304 104054 101274 950 77648 110544 106088 154 29079 85068 67837 12341 78110 68629 74220 96235 4639 57860 75762 67998 103083 97058 105598 3103 68049 61439 78754
(2251,10252) 41444 93867 25544 48561 17792 93685 73 82576 18194 19676 27949 16115 63881 84980 99342 11901 26336 10826 50396 14083 109535 80236 18388 104377 103735 34232 70360 58534 49082 17565 98795 57430 98562 78379 101413 25286 25097 32152 28672 37271 45419 47261 30887 13547 55443 48404 82376 104946 50741 65814 25623 44750 59391 98988 8900 2084 10994 104277 15201 90174 33921 68370 12003 22217 61753 4547 75436 99142 110806 18494 66443 3892 69593 14493 61616 86473 22522 59176 43494 104918 93226 48644 87537 91131 71597 63304 19864 64334 97954 97763 96491 49165 104429 1006 58883 90815 59425 3422 59660
(1601,8169) 15985 70399 31853 87750 21610 83693 76718 97379 49221 67711 43009 78859 79330 101845 109998 16481 48425 15755 50909 47675 4252 47562 76703 70731 23361 49386 108009 54525 110408 75842 51789 89678 34907 10753 60218 66201 55284 80582 107387 79943 17802 94422 556 76311 24682 5392 59704 833 68814 61728 9298 104503 29610 73343 7460 40854 20131 5342 88128 64678 25109 91503 1188 106618 49 47838 101419 90859 49428 68195 76027 72831 82556 101975 82223 45247 28252 73206 73665 74053 107666 110162 1781 101581 57559 75348 27218 4245 25680 40981 59172 88144 56188 83014 84671 72943 96142 105558 81725
(1341,8561) 111256 79501 72045 38467 29492 56884 36129 12624 77454 10803 9766 81458 50717 48151 73726 50775 88668 68734 81767 85884 16146 98836 103911 10021 56921 50365 21288 28745 56295 13841 106126 99701 21960 103188 96360 100418 39671 63644 49416 21999 73717 95315 101172 9401 61152 95637 68376 63072 92804 27421 74135 53697 57972 93179 70903 71068 89564 101096 88406 15162 39739 2866 109019 4771 15952 100699 12088 26946 23525 89109 100591 20619 14210 60058 18977 33875 66417 79636 98708 73637 63535 107087 22171 94638 66022 79860 69340 82439 16594 13728 89647 108008 74432 34134 77216 26169 87643 35695 108852
(558,31947) 111312 30430 107734 45426 74142 95870 80803 28368 22105 36628 4050 59115 49275 74053 29424 103532 39607 2183 77183 90272 84778 93628 3529 59158 15079 92384 1380 52444 4050 21672 41942 5483 42843 23914 8973 11810 55873 51958 53351 60413 75016 38949 41815 19306 64992 103820 101510 59469 86551 104095 11291 3187 71445 30508 56669 20376 88628 104683 75619 20438 93216 55017 35569 27819 98638 81429 54839 2029 56324 29489 109716 16894 8048 15275 29932 66026 16393 29150 72416 16046 46383 18945 60681 25235 39154 15960 17552 92576 84536 27070 93580 36467 81498 63011 110411 93299 67415 28621 58913
(522,12422) 5861 12327 93710 14377 100468 47918 2786 111192 65757 110311 98694 87217 107739 104847 6298 64330 50183 23056 107844 24043 72705 80728 86482 55568 95847 20776 3186 106176 79540 109312 6964 48700 57226 22611 54893 10126 100803 54352 97263 22952 15075 37102 66727 20220 59195 9952 106394 57735 33186 65769 31876 70894 106284 91804 89686 108359 107090 95703 4751 14285 66549 109822 104246 109623 101678 61061 10319 29815 96917 107969 17839 11581 51046 43524 88456 56112 76795 106083 29745 45540 53400 64278 31537 72826 22575 74103 48912 91533 18257 25218 24104 59530 37726 78831 73848 35793 76915 73879 49813
(1003,1309) 45374 38802 24433 79533 27640 35579 95256 35512 34401 66552 84138 54816 82287 88136 21373 20785 52975 85187 39757 96197 108413 60164 23886 23136 14706 72254 59346 102265 67072 6019 91134 48863 44809 101320 86942 56949 46881 6209 27037 34150 96758 68038 72237 43041 69377 6607 79335 25196 109101 86106 95665 35200 106038 101698 10702 18151 65875 83407 4747 80579 20023 44004 69876 58128 74977 36171 10190 79244 2020 45850 35374 16884 22730 17713 65418 39220 63961 66178 43394 85789 4588 56743 92763 78866 12953 26037 41691 85313 13324 71712 66783 5009 23056 68621 48659 78156 8828 88715 87594
(2368,95086) 55505 37529 74280 5801 36065 11105 87430 105023 24795 110558 75183 92604 448 104517 58165 91397 103851 30866 68514 34711 4701 54056 37332 23776 81435 34577 12690 34681 31038 6156 979 27541 35015 97819 9859 95758 42252 24662 18139 36550 105098 21869 13734 58314 13911 90199 10557 1253 99999 44493 84062 61718 95359 38344 11528 17336 36606 63652 44796 94392 58307 107206 84650 23147 67984 84823 24928 8565 75250 8436 99950 62697 101512 110478 94588 12871 105917 94917 63984 22942 62309 78004 85791 63728 65588 49028 57789 90159 14958 55643 21033 39573 9374 24608 105218 34268 96926 17714 59143
(1959,36232) 11054 86254 53416 71898 72667 58106 73536 71611 108730 97713 24365 83444 69089 60390 51306 67277 53010 40210 18012 39497 64255 55870 3870 16572 111042 98415 9840 105372 71646 29312 51082 76688 100305 7477 87132 93259 11592 106983 63026 88703 46964 3588 30458 52373 59043 4603 4685 83018 16872 62319 45888 17533 6542 79860 72259 81473 1447 14272 36230 73720 15523 8328 60710 7653 19799 3747 98251 41295 57487 50599 73381 98897 77566 35088 44665 84770 58337 42958 50474 83996 23626 10101 10682 36439 9137 61110 27996 70835 82500 22457 71986 79908 86770 103329 28432 96854 55461 106669 110027
(1611,88743) 84737 60853 41068 60119 84742 12577 59381 98158 65680 87387 104646 73688 70717 6958 61716 105811 1880 34787 30323 54085 56264 64743 54581 84414 101301 24848 46131 69546 85281 36944 106642 63880 15913 84674 108901 101610 9638 93236 79397 40905 47154 85962 20477 61252 72830 102628 105606 109769 94995 3827 11995 76559 19786 13842 62838 101989 26624 77744 108575 26816 102183 2681 2436 110421 75311 102759 79045 79249 92686 93067 32768 38361 87788 85578 59589 1351 89503 64261 53974 24631 30184 79804 79973 57649 94654 41075 64246 57269 20609 97304 38273 81201 62442 78866 38948 60820 105889 77056 48525
